Country_Wave,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
PAK,2340.38040323457,2423.76506061843,2418.40058783567,2436.47562696556,2489.21483738206,2573.66112840912,2644.6493141333,2687.16716027108,2825.68079053688,3059.74283726854,3313.01649853456,3546.64586199601,3724.03523398167,3792.72777756579,3861.58958804727,3878.84823532249,3980.06989856706,4155.89078282131,4290.54388601716,4437.52319639562,4614.5118831069,4774.17052066566,4942.1411951147,5142.47533162512,5206.90716506548,5221.43854530392,5554.58570149625,6112.3247203395
PER,4416.50936267636,4538.18600596064,4826.67403347017,4776.53480644535,4835.26049408343,5001.39518579328,5076.95038441811,5373.45201730794,5648.08290005556,6028.48991536513,6548.80301505193,7199.21338728913,7962.60093751837,8793.45647006506,8882.01204278196,9665.65414482365,10400.948481172,10685.1151900022,11207.5297896776,11427.38118528,11504.3479860703,11963.3384420608,12479.9639966102,12953.8175500027,13408.3532412789,12387.4513459058,15028.6277005836,16363.0863943113
PHL,2980.7100437838,3136.41239695476,3274.10665079204,3215.48010695096,3292.44591788808,3437.53240956831,3546.2440136441,3658.93214989824,3842.62813756703,4122.44142688741,4376.29942413983,4662.42097111803,5006.41129665146,5225.89716073898,5237.02859019765,5587.86559801365,5818.59366837458,6227.50204497855,6524.72244970781,6849.93768632247,7046.94039298665,7513.63369833791,7874.3911828494,8426.75332334853,8958.3710638251,8230.31161428208,8797.16871184371,9983.28775298405
POL,7680.08837773824,8275.1891474161,8934.97814153592,9487.68548487205,10040.8983752327,10673.4777116381,11123.0019205635,11804.2662616751,12289.1439155582,13354.061550949,13896.7933802514,15152.2460110485,16806.6504336854,18303.3529197976,19239.3726431387,20887.2093679102,22658.3773208623,23589.1475743289,24319.8802935066,25316.3315445949,26822.6642478406,28165.8365529133,29958.1207092074,32027.6027335558,35487.9109958983,36322.0437578784,40462.6887122126,46720.5730143067
PRI,17723.9828325049,18260.049895076,19301.2035406496,20479.5637979602,21779.4500767751,22938.0302340157,24881.9773797694,25467.3607125709,25967.7814746719,28993.0735145852,29350.3060500817,29955.5812678763,30587.9990379092,30782.4539399959,30533.6808967237,30933.2165716188,31824.1548383855,32312.0072087117,32623.9278505429,32850.5417604204,32899.9421549518,32944.0235909988,32686.4615893529,34733.9955529873,37453.788413823,36858.9791794027,40559.6985749875,45559.2045428152
ROU,5425.38655765138,5743.53066478701,5563.06960462704,5544.29355122006,5596.48973565221,5848.84514760676,6520.64444621939,7301.25978653035,7560.35704747746,8990.43021126928,9601.99253777701,11556.4929766807,13702.9749667151,16781.741283938,16631.0808568832,17352.3246473026,18801.7774077588,19808.2113046209,19676.1004725377,20630.6778229397,21622.8722956901,23903.8302038752,26940.7545598525,29566.0604641138,33549.3910967414,34293.1685103865,37969.1538938334,42973.1896552762
RUS,5613.28076171875,5517.85888671875,5699.94775390625,5465.05615234375,5914.326171875,6825.3916015625,7361.36376953125,8037.474609375,9254.537109375,10226.7666015625,11822.3466796875,14912.234375,16648.2421875,20163.609375,19389.94140625,20490.126953125,22789.54296875,24273.517578125,26019.7265625,25688.2265625,23994.013671875,24012.40234375,25777.904296875,28628.5625,30963.853515625,31490.8046875,38938.49609375,40957.76953125
SGP,35090.0687473497,36872.7035852955,39286.4321591674,37559.6121645622,39948.7801323856,43781.2691497492,43109.0641921427,45083.2529903669,48778.2983297083,54383.8062339045,58821.6934644088,64060.5686027511,68804.9832142866,67735.348084112,66212.9625564594,75400.5557976827,80052.3914982651,82107.7270892092,83088.3185411658,84555.2446100826,87156.187383315,89735.1660600381,95628.2409946334,103899.678923546,105542.413613949,101612.090327577,131864.092335522,141796.101998551
SRB,4826.18072885024,5227.57220110229,5716.96704020396,5997.06291688368,5528.73317148774,6019.86489076939,6483.95440211962,7364.74679681943,7646.16969157424,8487.69754768494,9181.6048645905,10209.0427674122,11238.6239751162,12631.7732503968,12533.3686199146,12795.5099357653,13746.1235243148,13933.1480205875,14628.2741627614,14658.5348220101,14927.3548655388,15857.4403208321,16609.4527343395,17716.7283868,19688.2529700518,20065.4467718426,22574.2304722328,25057.4195186646
SVN,13618.5046645984,14303.3173761304,15279.9622383832,16055.9508998781,17083.2517215913,18003.5198624079,18953.7858595165,20241.5256786998,21113.5561288777,22761.5835766215,23852.6430383942,25720.2808067434,27576.4009734701,29604.2914690241,27536.9478910312,27822.0746823428,28931.383323805,29042.8202729641,29973.6993541529,30870.0236667425,31628.247175832,33936.0440637175,36507.5530416531,38971.8241162221,42747.9621118112,42040.9090611021,46502.0978938704,51281.8575102669
SWE,23090.716896023,23925.7396937441,24801.2416836235,25887.6563332979,27471.5582721119,29622.0384751931,29936.4456557955,30926.5055989396,31816.6210403549,33859.5731904839,34244.4650156257,37729.9277124771,40914.4373702881,42158.2956995539,40278.2786341176,42216.6174098932,44608.5802614915,45432.4319692761,46312.3923824667,47184.6691338182,49103.1334338706,50430.2528196052,51947.9542478244,53521.6306428288,57229.7767468145,57690.3244587834,63375.0446462412,68088.1932665107
USA,28690.8757013347,29967.7127181749,31459.1299691554,32853.6725949234,34515.3813073394,36329.9702595751,37133.6203973517,37997.7424300242,39490.3023903176,41724.6411982614,44123.3996470026,46301.9876485519,48050.227412195,48570.0594269601,47194.9500893872,48650.6643227232,50065.9789470675,51784.4114692048,53409.7507774372,55304.3155317137,57040.2082136605,58206.6141931841,60322.261424175,63201.0458483771,65548.0707847572,64317.398912504,71055.87619383,77246.6738828675
VNM,1798.681903304,1970.95687422954,2136.68286312152,2253.55081000311,2364.03206589978,2552.99752593495,2743.7850352673,2932.25742740365,3163.74136730465,3458.20309887594,3797.48349947293,4147.3597841295,4519.78566590847,4820.21643536763,5059.39178791896,5391.94096786795,5793.92988887172,6391.7239977328,6781.26721253151,7332.39585680778,7724.16101671363,8453.06521906826,9281.28336429456,10149.498164063,11190.1531912569,11781.1482979734,12230.2596221026,14051.2487714012
ZAF,6962.01041134801,7282.47452094288,7496.02714637524,7523.94914860145,7727.1795447451,8155.20548976471,8488.47105779722,8858.37965836172,9214.11748712145,9800.74535525038,10541.3519933724,11365.3189779957,12174.9090652425,12661.1987786671,12395.0551090362,12773.7380588313,13281.5038939992,13142.5888035372,13569.2528480319,13570.1497112664,13600.6167977484,13719.9431915834,13979.5238745701,13643.7741390091,13706.713815854,13062.672772759,14172.5442514653,15330.7692737479
ZWE,1977.84803496587,2186.11478605486,2246.40115226014,2299.55382834819,2279.83865490856,2237.57926489714,2306.03273156699,2120.46754530188,1781.28949831438,1710.90868560682,1655.08540134185,1632.94406374055,1600.32723390232,1332.27508267235,1486.28184621391,1804.29538959085,2080.61151065446,2366.17601155791,2558.99406172995,2618.24085915746,2692.29070035903,2825.35716474699,2435.79435796907,2611.32640893323,2711.52933410429,2784.87239456881,3276.26775276077,3660.8355008182
THA,6862.81213399941,7287.02155281931,7116.61203341973,6565.80354990106,6885.40008321404,7282.31040125359,7632.16585667195,8154.00152060977,8836.4942909444,9565.92813628949,10199.3355743366,10953.2762215726,11771.4537726659,12114.3997272743,12018.2907105263,12990.7882835263,13284.1197845939,14675.633556789,15274.23201215,15421.415567255,15846.5231576555,16730.9410417511,17638.277307626,18942.10976061,20023.4457125017,19208.2004462923,20280.9337147138,22213.7993747114
TUR,10249.1635616491,10969.1227486609,11785.2394274939,8969.16270616669,8649.61477342717,9498.96441384638,9157.47560292577,9281.08773902607,9587.59700388272,10854.6888473665,11863.8556295747,13581.5198702273,14866.4277095189,16038.2956212622,15442.1173152348,17343.6771298998,19590.9510387254,20627.4920606022,22373.2465583744,24105.0237978098,25855.7653558275,26695.915689876,28193.1744851997,28299.3988721682,28461.1790315919,28680.2009413236,31637.5305444616,38355.1539672096
UKR,4136.5244140625,3824.8125,3808.59814453125,3812.138671875,3894.8974609375,4260.8017578125,4790.212890625,5173.30322265625,5824.55126953125,6737.595703125,7214.943359375,8054.83203125,9006.3564453125,9436.7939453125,8093.63427734375,8561.1552734375,9246.76953125,9681.5224609375,11056.5419921875,10664.6240234375,10064.8427734375,11011.970703125,11686.857421875,12708.798828125,14380.861328125,15716.841796875,18040.345703125,16080.228515625
URY,8853.26628759822,9464.14071197121,10390.8894516313,10923.2087165931,10855.1312686397,10842.9274823181,10632.7285616738,9946.48272136171,10212.9194340004,11000.4076568671,12177.4969769529,13049.3667528413,14252.3379709588,15534.5281350821,16254.4904795563,17690.9089946008,18937.2042041832,19288.782511773,20442.3534922364,21640.0332134751,21941.8905523237,22609.8349867698,23373.7525183876,24155.1088458054,25548.0633843286,25551.3370537567,29187.42867517,32746.31527644
