"","Dim1","Dim2","Cluster","Country_Wave","Distance_to_Cluster_1","Country","Wave"
"135",20.530205141095,-15.2155901385307,"1","JPN4",0,"JPN",4
"136",19.2570612520218,-16.9864762460956,"1","JPN5",0,"JPN",5
"137",14.1286916158614,-15.7567203094757,"1","JPN6",0,"JPN",6
"138",22.4838416816821,-17.4963067863136,"1","JPN7",0,"JPN",7
"139",-5.45587187217426,8.15467626484453,"2","KAZ6",17.360078166425,"KAZ",6
"140",-6.36774523533987,14.548541187078,"2","KAZ7",20.8780305944759,"KAZ",7
"141",-8.75554993425128,3.42718711064056,"2","KGZ4",18.3638501551642,"KGZ",4
"142",-15.6873264867342,11.0392579730174,"2","KGZ6",27.8553454623225,"KGZ",6
"143",-23.5892326454016,7.67490179883308,"3","KGZ7",33.6076243527961,"KGZ",7
"144",-0.361989487304403,-3.28827532973356,"2","KOR1",7.92363946641015,"KOR",1
"145",2.61605179582172,-15.8114288362757,"3","KOR2",5.82942831240874,"KOR",2
"146",5.8333417935883,-9.38664200584286,"1","KOR3",0,"KOR",3
"147",8.23956125480674,-7.45797549106785,"1","KOR4",0,"KOR",4
"148",4.0907657765402,-1.5520831743547,"2","KOR5",4.61502740656798,"KOR",5
"149",6.10692648852377,0.148624609720289,"2","KOR6",3.50180862784077,"KOR",6
"150",7.4480944768315,8.56250675995449,"2","KOR7",5.82603533140895,"KOR",7
"151",-10.4623897723325,3.31087810129461,"2","KWT6",19.8632417735786,"KWT",6
"152",-2.80936963769908,12.9018839303331,"2","LBN6",16.9571247004672,"LBN",6
"153",-8.79419949240726,6.3468084561957,"2","LBN7",19.6275875265138,"LBN",7
"154",-20.0586991242986,-4.88743110766174,"3","LBY6",26.0742927613674,"LBY",6
"155",2.44961304924891,6.92365892762247,"2","LTU3",9.6706618952413,"LTU",3
"156",12.9820202666545,17.9203571717326,"2","LVA3",4.74410841759487,"LVA",3
"157",13.6549938588179,7.61637975625107,"1","MAC7",0,"MAC",7
"158",-23.8739601873076,-16.0345949556301,"3","MAR4",30.3452298552845,"MAR",4
"159",-12.475688005738,-5.83788362877998,"3","MAR5",18.4397712172678,"MAR",5
"160",-18.954647893982,-10.9618814211852,"3","MAR6",24.6951260374549,"MAR",6
"161",-11.3053816733801,14.752682127356,"2","MDA3",25.4430553298361,"MDA",3
"162",-5.27530737174336,15.6644016141434,"2","MDA4",20.3566316049271,"MDA",4
"163",-3.19212177744329,9.05363634469412,"2","MDA5",15.6848588124566,"MDA",5
"164",-5.63661971040549,4.55019121801402,"2","MEX1",16.0071502460624,"MEX",1
"165",3.49162406303902,7.61266207926252,"2","MEX2",9.01537080426272,"MEX",2
"166",-1.95207022218208,6.36445006009924,"2","MEX3",13.4282596068698,"MEX",3
"167",-6.91832121608809,6.18102928805853,"2","MEX4",17.8561424168765,"MEX",4
"168",-2.63083955657899,11.0026682018003,"2","MEX5",15.9959181811897,"MEX",5
"169",-5.78755818310637,9.05862712352973,"2","MEX6",18.0413768181029,"MEX",6
"170",-0.043942915875519,16.1198731476996,"2","MEX7",15.8027427412706,"MEX",7
"171",-0.604602912381236,-8.35130765427891,"3","MKD3",6.32162376188464,"MKD",3
"172",-1.53150912962431,-9.17731270534108,"3","MKD4",7.2028969726503,"MKD",4
"173",-10.9783516753221,16.6133582259468,"2","MLI5",25.9294305466971,"MLI",5
"174",-31.5118244216536,4.53741369663731,"3","MMR7",39.6090212833237,"MMR",7
"175",3.99640548896553,-3.78251070219587,"2","MNE3",3.76198468073337,"MNE",3
