A001,A002,A003,A004,A005,A006,D057,D059,D060,F115,F116,F117,F118,F119,F120,F121,F122,F123,E114,E115,E116,E117,E012,E015,E016,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E040,B008,Country_Wave,Years,Crime_Rate,GDP_growth,GDP_pc,Unemp_Rate,Education
1.24664011946242,1.6112493777999,1.53608760577402,2.38725734196117,1.99427575908412,2.87506222000996,2.16998506719761,3.26729716276755,3.51592832254853,3.33150821304131,2.58437033349925,2.24191139870582,7.74912891986063,4.97685415629666,6.73992035838726,7.2643106022897,6.23195619711299,4.17023394723743,3.25808860129418,2.48730711796914,3.46864111498258,1.54728720756595,0.42284718765555,1.758337481334,1.55475360876058,1.70980587356894,2.27003484320558,1.33922349427576,1.97237431557989,2.00273768043803,2.11747137879542,5.24987555998009,5.53733200597312,4.91338974614236,5.47212543554007,4.17720258835241,4.90940766550523,1.387506222001,CAN7,"[2017, 2018, 2019, 2020, 2021, 2022]",1.9022835141397998,3.35841069786292,52535.48412210363,6.736166666666667,12.381603333333333
1.20843672456576,1.49211618257261,1.74040066777963,2.79396984924623,1.63140218303946,2.62774957698816,2.202552809589646,2.509279651165638,2.9911028369499975,2.28260869565217,2.64621848739496,1.58803706823926,6.11603188662533,5.05933682373473,5.1,6.34302822925577,6.30565371024735,3.73717371737174,3.02044790652386,2.58076923076923,3.60195903829029,1.58652094717668,0.702702702702703,1.95768566493955,1.83143107989464,1.93374019180471,2.69511184755592,1.46819338422392,2.41622574955908,2.27864583333333,2.78331822302811,5.33956386292835,4.8411214953271,3.38503155996393,3.47586790855207,3.26626712328767,4.49565217391304,1.73761467889908,CHE3,"[1995, 1996, 1997, 1998]",1.1589663034247975,1.5608602198292858,32226.2108996719,3.61825,12.812506666666666
1.15967741935484,1.48025785656728,1.73241713823767,2.4176804541768,1.54204081632653,2.59466019417476,2.18357082984074,3.20066061106524,3.44081632653061,1.80548829701372,2.08164915117219,1.51941747572816,7.15703192407248,4.8824027072758,5.55508830950378,6.88778054862843,6.64962279966471,4.43053173241853,3.31738035264484,2.66949152542373,3.78981937602627,1.43374485596708,0.650650650650651,2.3163747329747877,1.3760756413369102,1.5389428707553612,2.21261115602264,1.27516233766234,2.19455894476505,2.04571428571429,2.648430836799343,5.16111611161116,3.63303498779496,4.72013949433304,5.03005686433794,3.79327317473339,5.52768729641694,1.30527210884354,CHE5,"[2005, 2006, 2007, 2008]",,3.38692172109908,48134.66879369393,3.85575,12.898482499999998
1.11616161616162,2.12828282828283,1.72142857142857,3.17177914110429,1.4038854805726,1.86925434116445,2.14943705220061,2.59551760939168,3.06020408163265,2.62626262626263,2.16649642492339,1.66734279918864,3.31930184804928,2.80687563195147,2.21313131313131,4.39051463168517,3.15313463514902,1.99492385786802,2.79611650485437,2.59869848156182,2.96209587513935,1.85668449197861,0.739872068230277,2.29,1.597,1.513,3.23785425101215,2.27367325702393,2.8298969072165,2.4174358974359,2.71428571428571,5.34313725490196,5.20541082164329,5.90406673618352,6.41146881287726,4.63911290322581,4.93881644934804,1.54329896907217,CHL3,"[1995, 1996, 1997, 1998]",,6.827209590004404,8179.736862256244,6.6392500000000005,11.0064
1.04583333333333,2.07556675062972,1.6070826306914,3.03842869342442,1.29983108108108,1.78001679261125,2.09592529711375,2.6889661164205,2.87925170068027,3.42203389830508,2.16921768707483,2.05034129692833,3.97368421052632,3.07645525629887,2.36819727891156,5.2240067624683,3.74513274336283,2.07229965156794,2.6978021978022,2.42385321100917,3.14405986903648,1.80717488789238,0.601655933762649,2.0561797752809,1.54632867132867,1.50913838120104,3.12751677852349,2.33807829181495,2.77094474153298,2.45359019264448,2.66930518909411,5.22376237623762,4.02104377104377,5.89991296779809,7.13003355704698,4.74086661002549,4.3503384372285385,1.56173913043478,CHL4,"[2000, 2001, 2002, 2003, 2004]",3.2347335473365,4.545190997400103,10427.955384709912,10.1952,11.575014999999999
1.10910910910911,2.21931589537223,1.66498993963783,3.17342799188641,1.47219413549039,2.0110775427996,2.25702393340271,2.58455114822547,2.89150460593654,3.83679833679834,1.95548654244306,1.70351239669421,5.13340448239061,3.72193074501574,2.78549222797927,6.25463917525773,3.97937024972856,2.41887592788971,2.912100456621,2.55580865603645,3.24639289678135,1.66666666666667,0.580858085808581,2.02107481559536,1.48507462686567,1.37757201646091,3.18346774193548,2.40669371196755,2.81578947368421,2.41945288753799,2.648430836799343,5.37818696883853,4.78260869565217,6.34906695938529,6.21717171717172,4.86213991769547,5.17189079878665,1.34304207119741,CHL5,"[2005, 2006, 2007, 2008]",3.609099553234297,5.211165083465666,15446.943717285823,9.018999999999998,11.87097
1.097,1.87158746208291,1.53931451612903,3.06477732793522,1.54153846153846,2.29737903225806,2.65060240963855,2.96029258098224,3.11111111111111,2.47715736040609,1.69948717948718,1.67079463364293,5.73326133909287,3.61596548004315,3.23375262054507,6.96432318992655,3.840712700672423,2.05561613958561,2.83878241262683,2.5788876276958,3.30911062906724,1.52289669861555,0.469852104664391,1.87622149837134,1.53311617806732,1.45652173913043,3.09053916581892,2.29948717948718,2.75,2.30620549338759,2.44398766700925,5.10014104372355,3.5010162601626,6.8252427184466,6.75612244897959,4.11819116135663,4.83061224489796,1.32452431289641,CHL6,"[2010, 2011, 2012, 2013, 2014]",3.0078576865644697,4.6664091087043555,21044.989509612118,6.9348,11.737792
1.079,1.70140280561122,1.42771084337349,2.94879518072289,1.67408906882591,2.41809045226131,2.40234791889007,2.85418821096174,2.98544698544699,3.1726618705036,2.42335025380711,2.28280773143438,5.31725616291533,3.56196581196581,3.86929460580913,6.38012295081967,4.18849840255591,3.15497382198953,2.63839811542992,2.57482185273159,3.25977011494253,1.7043956043956,0.474358974358974,1.5903743315508,1.5181236673774,1.42440041710115,3.06424870466321,2.31111111111111,2.71155885471898,2.2544878563886,2.35138004246285,5.08005617977528,3.94320486815416,5.62144420131291,6.56646216768916,4.61997940267765,4.69318181818182,1.46387434554974,CHL7,"[2017, 2018, 2019, 2020, 2021, 2022]",4.2053366007190585,3.8749579074323486,27002.587895070483,8.472833333333332,12.220735
1.2466577540107,1.85248130523453,2.39052848318463,2.19687277896233,1.42438692098093,3.29235382308846,2.19913731128684,2.40029112081514,2.89779005524862,1.60554803788904,1.52628032345013,1.20939597315436,1.35771180304127,1.1888064733648,4.025,5.37049861495845,5.99631268436578,2.88762446657184,2.713560983365005,2.3503441896822275,3.1577744507538945,1.653260048235739,0.93440334961619,2.37866666666667,1.09,1.75666666666667,2.659331107367514,2.154105145331952,2.551272283360683,2.3522650918683023,2.648430836799343,5.666835235847604,5.04226312201772,6.45440126883426,5.84658691062632,2.92241992882562,3.49827467218772,1.50666666666667,CHN3,"[1995, 1996, 1997, 1998]",2.1402201909007204,9.489810693474226,2159.32607572921,3.025,8.68255
1.42237903225806,1.97750511247444,2.46487603305785,2.19913885898816,1.58620689655172,3.51702127659574,1.96450939457203,2.46659482758621,3.07268951194185,1.34239677744209,1.57157360406091,1.34365325077399,1.13816534541336,1.10031023784902,3.31346351490236,2.91784989858012,3.75878220140515,1.43147208121827,2.8765778401122,2.71472392638037,2.57260273972603,1.82785808147175,0.966666666666667,2.52955367913148,1.04319654427646,1.54251497005988,2.1234309623431,2.154105145331952,2.551272283360683,2.3522650918683023,2.648430836799343,5.666835235847604,6.26292629262926,6.7856315179606,5.16482300884956,2.72036823935558,4.3503384372285385,1.46658851113716,CHN4,"[2000, 2001, 2002, 2003, 2004]",1.9498078624617599,9.222221906496035,3605.035928920394,3.9614,9.66642
1.2326883910387,1.88111520252499,2.40993449781659,2.37228607918263,1.67613941018767,3.18281036834925,2.18484848484849,2.39270771069934,2.86795674445077,1.99785061794734,1.94709603220242,1.70492753623188,1.62634578847372,1.42384483742156,2.1121387283237,2.7130291368884,3.30204657727593,1.82630410654828,2.71895973154362,2.49300699300699,2.75992939099735,1.72884141331142,0.871098265895954,2.46671018276762,1.12463083284111,1.50492264416315,2.20797720797721,2.42687338501292,2.50465356773526,2.3522650918683023,2.648430836799343,5.666835235847604,5.77610138805069,6.64149504195271,5.65761511216057,3.45683930942895,3.66566985645933,1.41682974559687,CHN5,"[2005, 2006, 2007, 2008]",1.3234187264469375,11.999271831971253,6325.932589847068,4.125,11.12047
1.14090708938793,1.59670964873277,2.05275125056844,2.5436018957346,1.80209758321933,3.38136826783115,2.22008113590264,2.42622157716497,2.86733238231098,2.61936820300363,2.2274678111588,1.97673188789001,2.25080906148867,1.82518597236982,2.88191089640365,3.58720930232558,3.49696300386527,2.4845908607864,2.612063867534,2.64102564102564,3.08467741935484,1.75381140598532,0.787878787878788,2.34271217712177,1.19672131147541,1.74640911342249,2.62744227353464,2.51348879743941,2.5976223136717,2.67123914037494,2.70233196159122,5.666835235847604,4.45164319248826,5.74275546517539,6.35562882713142,3.65393682225365,3.70735155513666,1.37126960040465,CHN6,"[2010, 2011, 2012, 2013, 2014]",0.8413991316215691,8.64847068918846,11099.028346200303,4.089999999999999,11.795653333333334
1.14531043593131,1.72961373390558,2.0779649818302,2.36324360252576,1.72374958595561,3.24825523429711,2.20924092409241,2.44396694214876,2.9205407187603,1.61439418950149,1.49884220972544,1.60033112582781,2.31801652892562,1.47620621282221,2.43723087114939,3.75033112582781,4.00231941683234,1.94209133024487,2.61109243697479,2.61634582911179,2.62415426251691,1.74731543624161,0.896333333333333,2.34503311258278,1.07766027759418,1.56857523302264,2.4899439498846,2.40690341851975,2.58197539075491,2.65648854961832,2.70511968085106,5.666835235847604,5.52478519497687,5.72094572094572,5.76752645502645,3.38497186362132,3.72393247269116,1.36372712146423,CHN7,"[2017, 2018, 2019, 2020, 2021, 2022]",0.5297045681672827,5.553944539806796,18136.18457848887,4.9399999999999995,
1.14475431606906,1.81706303010145,1.7276355171267,2.74995810289928,1.29252491694352,1.64379683597003,2.19776498476126,2.71879286694102,3.11170748071117,3.58597662771285,1.92074592074592,1.48990488903721,2.65287317808678,2.29736050785165,1.93663498415875,4.74072836618777,4.14587525150905,1.63989290495315,2.42090494563311,2.1614248479583,2.80681818181818,1.82020725388601,0.7162570098953367,2.67813021702838,1.22133065864259,1.125,3.05356545028457,2.13596947624003,2.55768888888889,2.34681881051176,2.71844993141289,6.62654996353027,6.20213832275309,6.55823293172691,5.95921096623203,3.7350647018891383,4.3503384372285385,1.5246695706683944,COL3,"[1995, 1996, 1997, 1998]",62.21419072681893,2.814592517994189,6684.9287777286245,11.9175,10.135163333333333
1.1103473237387949,1.7041675985427003,1.8950383985695989,2.665339909692303,1.4785178502590608,1.966955001537177,2.30677685950413,2.75909993381866,3.11011904761905,2.5844828003530704,1.56324900133156,1.55818606202067,3.70652898067955,1.94294294294294,1.96612421122551,4.65006640106242,3.32587317734825,1.40238647663242,2.85106382978723,2.59728668332738,2.84457061745919,1.88149982313406,0.7162570098953367,2.29851752021563,1.20285908781484,1.09190809190809,3.13850231941683,2.18260292164675,2.76089125374127,2.33906715183592,2.648430836799343,6.75321793164669,5.50049784268171,6.30845771144279,6.47831843760344,3.66688741721854,4.87665782493369,1.31819688432217,COL5,"[2005, 2006, 2007, 2008]",40.0772680425691,5.391817670814148,9434.328302718064,11.179666666666668,11.8709425
1.15542328042328,2.0112582781457,1.66490066225166,3.02458471760797,1.25827814569536,1.59232296492389,2.42270861833105,2.9025394646534,3.21661129568106,3.20517928286853,1.64655172413793,1.524156187955,3.39239646978955,2.47054886211513,1.90479360852197,4.25067024128686,3.17955801104972,1.64143426294821,2.41427571728481,2.23007623007623,2.79315068493151,1.87405368203716,0.734107997265892,2.27620967741935,1.29704301075269,1.19692923898531,3.19072847682119,2.13844086021505,2.43284574468085,2.26144658261447,2.58581842279655,6.156,5.03072812291249,5.64652777777778,6.30080213903743,4.23128342245989,4.80856760374833,1.32214765100671,COL6,"[2010, 2011, 2012, 2013, 2014]",33.58710550081527,4.997642048134471,12136.22866906568,9.889,11.987686
1.20526315789474,1.97039473684211,1.59210526315789,2.78289473684211,1.31776315789474,1.66776315789474,2.27039473684211,2.81052631578947,2.90526315789474,3.66381578947368,2.05263157894737,1.87039473684211,4.06184210526316,3.09342105263158,2.35328947368421,4.70526315789474,3.80921052631579,2.12302631578947,2.26052631578947,1.89671052631579,3.09539473684211,1.81315789473684,0.753289473684211,2.37960526315789,1.51184210526316,1.17236842105263,3.04013157894737,2.06578947368421,2.33684210526316,2.21315789473684,2.43684210526316,6.07565789473684,6.29934210526316,6.00986842105263,5.425,4.60131578947368,4.88223684210526,1.30927152317881,COL7,"[2017, 2018, 2019, 2020, 2021, 2022]",25.829282931077238,5.040124524031805,16609.703372464868,11.525666666666666,11.47855
